n,SGD,Bayes,split
505,1.77175394,1.5380122999999999,1.70448124
506,1.77176727,1.5389528700000001,1.70667354
507,1.771777,1.53834592,1.70543728
508,1.77176792,1.5369764,1.70484969
509,1.7717043000000001,1.5327642,1.7018751
510,1.77167788,1.53424684,1.70312723
511,1.77166336,1.53723904,1.7074688
512,1.77164037,1.53671715,1.7056788299999999
513,1.77160894,1.5368137400000002,1.70476324
514,1.77158455,1.5381814,1.70630315
515,1.7715879600000002,1.5390886799999999,1.70836764
516,1.77157288,1.5381783999999998,1.7075889599999998
517,1.77155482,1.53746026,1.70735908
518,1.77152346,1.5376413,1.70807571
519,1.7714892,1.5386799999999998,1.7080752
520,1.7714833600000002,1.54026877,1.70883832
521,1.77143832,1.53741528,1.70694522
522,1.77139054,1.53635434,1.7018053899999999
523,1.77134532,1.53688152,1.7030366799999999
524,1.7712712499999999,1.53571425,1.70304225
525,1.77120506,1.53501002,1.7035193800000001
526,1.7711468700000002,1.53585191,1.70378046
527,1.77110736,1.53630576,1.70476944
528,1.7710708400000001,1.53607317,1.70568644
529,1.7710056,1.5344347999999999,1.7056247999999998
530,1.77093279,1.53371916,1.706634
531,1.7708471200000002,1.53230896,1.70545368
532,1.7707325999999999,1.5301683799999999,1.7027431199999998
533,1.77061584,1.5305080800000002,1.70412216
534,1.7704969,1.52912095,1.705152
535,1.77036512,1.52728912,1.70407264
536,1.77024198,1.52832348,1.70520054
537,1.77014912,1.5320303199999998,1.70812848
538,1.77007061,1.5326734499999999,1.7070776799999998
539,1.7699795999999999,1.531089,1.7057196000000001
540,1.76987068,1.52934208,1.70378212
541,1.76977634,1.5302069200000001,1.7036144
542,1.76969673,1.5314500500000001,1.70406975
543,1.76961024,1.53259488,1.70449888
544,1.7695387,1.532431,1.7049998000000002
545,1.7694440400000002,1.531257,1.7060316
546,1.76932073,1.52881577,1.70566087
547,1.7692015600000002,1.53010368,1.7050471999999999
548,1.7691030900000002,1.53140805,1.70710452
549,1.7689925000000002,1.5315575000000001,1.7078435
550,1.76885326,1.5310086,1.70768124
551,1.7687184,1.53194352,1.70996904
552,1.76857142,1.53234088,1.7110041200000001
553,1.7684289400000002,1.5332116199999999,1.71342228
554,1.76827995,1.5319998,1.6982667
555,1.7681467199999998,1.53319224,1.69930836
556,1.76801826,1.5327470300000001,1.69791424
557,1.76787234,1.53088416,1.6976034
558,1.76775365,1.53373389,1.69904137
559,1.7676008,1.5312584,1.6943192
560,1.76745855,1.53177123,1.69455099
561,1.76730454,1.5324953199999998,1.69514936
562,1.76715566,1.53358948,1.69401633
563,1.76700072,1.53311556,1.69356228
564,1.7668510499999999,1.5348677000000002,1.69503955
565,1.76670674,1.5338882999999999,1.6943493
566,1.7665735500000002,1.5355153799999999,1.69483104
567,1.76644592,1.5354573599999999,1.6975702400000001
568,1.76632963,1.5366982999999999,1.69849914
569,1.7661906,1.5349986000000002,1.6974143999999998
570,1.76606303,1.53592719,1.69618405
571,1.76592416,1.53579712,1.69627744
572,1.76578545,1.53596088,1.6972202699999999
573,1.76564696,1.5360584400000001,1.6969506399999998
574,1.7655087500000002,1.537527,1.697814
575,1.7653708799999999,1.53710208,1.69831296
576,1.76522187,1.53734726,1.69639731
577,1.7650675,1.536613,1.6967710200000001
578,1.76489622,1.53509691,1.6984096499999999
579,1.7647428,1.5366520000000001,1.6993536
580,1.76460158,1.5378082300000002,1.70075549
581,1.76448432,1.53919794,1.70475366
582,1.76437954,1.5393590300000002,1.70481443
583,1.7642348,1.536942,1.70287976
584,1.7640558,1.5336126,1.700361
585,1.7638658600000001,1.53304046,1.7004723800000001
586,1.76368259,1.53431234,1.6743001
587,1.76351784,1.53618528,1.676388
588,1.7633482,1.53559957,1.67609374
589,1.7631736999999998,1.5344602,1.6750867
590,1.7630120999999999,1.53573123,1.67801448
591,1.76286352,1.53620448,1.67786416
592,1.76270436,1.5349982899999999,1.67603148
593,1.76254056,1.5348128399999998,1.67468796
594,1.76239,1.5355403,1.6777928999999998
595,1.76223492,1.5358741200000001,1.67877108
596,1.7620872900000002,1.53659442,1.6806385799999999
597,1.76197112,1.5370992,1.6814982600000001
598,1.7618387,1.53787859,1.68214175
599,1.7616839999999998,1.5358740000000002,1.681794
600,1.76152499,1.53502011,1.6816581
601,1.7613677200000002,1.5344980000000001,1.68076594
602,1.76121225,1.5343938000000001,1.68003639
603,1.76103448,1.5316232,1.67719324
604,1.7608767,1.5310251,1.6767454000000002
605,1.7607027,1.5299439600000002,1.67587482
606,1.76054887,1.53107252,1.6765582799999998
607,1.76037888,1.52977664,1.67597024
608,1.7601927000000002,1.52815152,1.6737756
609,1.7600208,1.5284160000000002,1.6758103
610,1.75983886,1.5280987799999999,1.67544143
611,1.75967136,1.52922276,1.67641488
612,1.7594939,1.52811705,1.6745137099999998
613,1.75933104,1.53008186,1.6770489
614,1.7591829,1.5310425,1.67748015
615,1.7590619200000002,1.53149304,1.6787971199999998
616,1.75893743,1.5300427699999999,1.67816596
617,1.758828,1.5325782000000001,1.6872759600000002
618,1.75873375,1.53448243,1.6877035
619,1.7586424,1.5346984000000001,1.6876214
620,1.7585415899999999,1.5352920899999998,1.68726321
621,1.75843754,1.53370272,1.6865654399999999
622,1.75831782,1.53325907,1.68777553
623,1.75819488,1.53194496,1.6858545600000001
624,1.7580937499999998,1.53465,1.687475
625,1.7579645,1.5328861999999999,1.6867569999999998
626,1.75783212,1.53198045,1.6871253300000002
627,1.75769036,1.53167316,1.68707176
628,1.75755809,1.5317408000000001,1.6874937799999998
629,1.7574228,1.5307047,1.687203
630,1.75728452,1.52970175,1.68504764
631,1.7571622400000002,1.5315698400000002,1.68707344
632,1.75703709,1.53054336,1.68639429
633,1.7568964200000001,1.53049502,1.6870106
634,1.7567275,1.52940385,1.6867314500000001
635,1.75654932,1.5276910799999999,1.68592788
636,1.75637462,1.52801012,1.68701169
637,1.75620984,1.52878836,1.68611916
638,1.75604229,1.528488,1.6840206
639,1.7558656,1.5279935999999998,1.6847104
640,1.7556990000000001,1.5287593600000002,1.6855030899999999
641,1.7555233200000002,1.52816544,1.68691278
642,1.75535142,1.5277036999999998,1.6864025299999998
643,1.7551575999999998,1.52556516,1.6856893199999998
644,1.7549740500000002,1.5262828499999999,1.68810045
645,1.7547814800000001,1.52570342,1.6868158199999999
646,1.7545928299999998,1.52580716,1.6862761000000002
647,1.7543952,1.52554104,1.68594696
648,1.75420157,1.526448,1.68828913
649,1.7540120000000001,1.5274155,1.6825575
650,1.7538395699999998,1.5278253899999998,1.68432579
651,1.7536518,1.52716656,1.6832162400000001
652,1.7534617200000002,1.52596958,1.68410659
653,1.7532824400000002,1.52724042,1.68540378
654,1.75311405,1.5283769999999999,1.68621235
655,1.7529500800000002,1.52929344,1.68786832
656,1.75277745,1.52883243,1.6868080799999998
657,1.75258958,1.5287445599999998,1.68623028
658,1.75240621,1.5286163999999998,1.6884766199999999
659,1.752234,1.5284676,1.6895076000000002
660,1.75205982,1.52782218,1.68924499
661,1.7518704600000001,1.5272009,1.68835818
662,1.75169241,1.5272801699999998,1.68846873
663,1.75151912,1.52782416,1.6895015199999999
664,1.75133735,1.5279306000000001,1.6898381500000001
665,1.75112712,1.52508006,1.6888561199999998
666,1.7509216900000002,1.52452855,1.68971777
667,1.75071444,1.52355436,1.68839672
668,1.7505054000000002,1.5231858900000002,1.68760602
669,1.7502879,1.5231579,1.6876295
670,1.75007536,1.52282108,1.6882963899999999
671,1.74984768,1.52272512,1.6872911999999998
672,1.74962502,1.52222505,1.6864707
673,1.7494344,1.52503958,1.68757468
674,1.749222,1.52511525,1.68745275
675,1.7490147999999999,1.5238392,1.68707292
676,1.74881286,1.52275579,1.6885056999999999
677,1.7486094600000002,1.52141166,1.6861521
678,1.74841821,1.52108222,1.6850403500000002
679,1.748246,1.5233020000000002,1.6873452
680,1.74807252,1.5232608,1.65465294
681,1.7478977999999998,1.52407222,1.6554186
682,1.74772187,1.52382081,1.6560974199999998
683,1.74752424,1.52154432,1.65499956
684,1.7473254,1.5220083500000001,1.6552134500000002
685,1.74711852,1.5211707,1.65354812
686,1.74692421,1.52230269,1.65441966
687,1.7467081599999998,1.5208928,1.6519911999999999
688,1.7464772,1.5204714200000002,1.65278698
689,1.7462520000000001,1.5207324,1.6527432
690,1.74602571,1.52183076,1.6547238800000001
691,1.74576376,1.5193206000000001,1.6526136399999998
692,1.74552147,1.51990146,1.65385836
693,1.7452850800000002,1.5195962800000002,1.65455846
694,1.7450546500000002,1.5211465,1.65425985
695,1.74482328,1.5206904,1.6554708
696,1.74458403,1.51856784,1.6530470199999998
697,1.74434388,1.51885498,1.65425302
698,1.74409587,1.51875924,1.6553787899999999
699,1.743854,1.5187689999999998,1.655563
700,1.7436183299999999,1.51811364,1.6568135000000002
701,1.74337488,1.5180609600000001,1.6571061
702,1.7431588000000002,1.52058197,1.6587285
703,1.74293504,1.51910528,1.65866624
704,1.7427035999999998,1.51809765,1.6573140000000002
705,1.7424503599999999,1.5166362599999998,1.65508992
706,1.74220354,1.51668468,1.65449312
707,1.74194904,1.5161466000000001,1.6547022
708,1.74170813,1.51746561,1.65599712
709,1.7414808999999998,1.5180865000000001,1.657069
710,1.74126033,1.5183760499999999,1.65720591
711,1.741018,1.5158978399999998,1.6565036000000002
712,1.74078237,1.5163228400000002,1.65250584
713,1.74054636,1.51516512,1.65154626
714,1.74030285,1.5138981,1.6514355
715,1.74003752,1.51138292,1.649664
716,1.73977182,1.5114216600000001,1.64941548
717,1.73951296,1.5114905200000002,1.6488152
718,1.7392538100000001,1.51055429,1.6491703
719,1.7389944000000002,1.5101208000000002,1.6492968000000001
720,1.7387275500000001,1.51017055,1.64836462
721,1.73848214,1.51144202,1.6495534
722,1.7382366,1.5109254,1.64837493
723,1.7379982,1.5106332400000002,1.6473172
724,1.7377669999999998,1.5101315000000002,1.648795
725,1.7375358,1.5101380800000002,1.6491452999999998
726,1.73729736,1.50912114,1.64819624
727,1.7370589600000002,1.5083431999999999,1.6475368000000001
728,1.7368133399999999,1.50820623,1.6478899200000001
729,1.7365678,1.5089173000000002,1.6485589999999999
730,1.7363369899999999,1.5102460000000002,1.6490628999999999
731,1.73609904,1.5094645199999999,1.6479223200000002
732,1.7358759400000001,1.5111601300000002,1.6505913899999998
733,1.73564576,1.5107188,1.65044304
734,1.73541585,1.5097782,1.6501191000000002
735,1.7351641599999998,1.50751936,1.64870624
736,1.73493485,1.5091106799999998,1.6488532500000002
737,1.73469114,1.5082579799999998,1.6475702399999999
738,1.7344699499999998,1.50953313,1.6480291200000001
739,1.7342418000000002,1.507824,1.6461818
740,1.7340141,1.50930585,1.6476283200000001
741,1.73380172,1.5103187400000002,1.64672802
742,1.73358989,1.51054129,1.6471269800000001
743,1.7333712,1.50936024,1.6460851200000002
744,1.7331605499999998,1.5110164499999998,1.6431645499999998
745,1.732958,1.5106052399999998,1.6432664200000002
746,1.7327636100000001,1.51212222,1.6433775899999998
747,1.7325849199999999,1.5139146,1.6441638399999998
748,1.7324070400000002,1.51418589,1.64487141
749,1.7322525000000002,1.5161324999999999,1.6474275
750,1.73209138,1.51573579,1.64683035
751,1.73193872,1.51691184,1.64845168
752,1.7317870499999999,1.51837179,1.65007149
753,1.73165148,1.5196417599999998,1.6505889400000002
754,1.7315170000000002,1.52007925,1.6499166
755,1.73138364,1.51901568,1.65039336
756,1.7312589999999999,1.5206086099999998,1.6520162400000002
757,1.7311355600000002,1.52084362,1.65301608
758,1.73102853,1.52233389,1.65426327
759,1.7309227999999999,1.5227435999999999,1.6556676
760,1.7308107899999998,1.52218264,1.65515978
761,1.7307077400000002,1.52367996,1.65793674
762,1.7306137099999999,1.52299378,1.65754883
763,1.7305058400000002,1.5220713600000002,1.65796404
764,1.73039175,1.5220669500000001,1.65718125
765,1.7302714399999999,1.52103088,1.6556707000000002
766,1.73015258,1.52146722,1.65531639
767,1.7300275200000002,1.5212851200000002,1.65480192
768,1.7299193300000002,1.52267383,1.65661825
769,1.7297973,1.5209810000000001,1.6563162000000002
770,1.72967682,1.5201190199999999,1.65594609
771,1.7295424799999999,1.51908756,1.6555617200000001
772,1.72938652,1.5178086899999998,1.65409632
773,1.7292321,1.5168465,1.6537206599999998
774,1.7290637500000001,1.5164657499999998,1.6530982500000002
775,1.72890472,1.51796464,1.6496673599999998
776,1.7287473000000002,1.5183900899999998,1.65075204
777,1.7285993,1.51851596,1.6513127800000003
778,1.7284452,1.51872282,1.65151895
779,1.7282928000000002,1.518114,1.6511742
780,1.72814994,1.51856859,1.6523617
781,1.72800886,1.5193869,1.6519828200000002
782,1.7278617600000001,1.51819002,1.6517384999999998
783,1.72770864,1.51765936,1.6501632
784,1.7275652000000001,1.51738145,1.6497716999999998
785,1.72742364,1.51664202,1.6500498000000001
786,1.72729973,1.51817809,1.65077972
787,1.7271856799999998,1.51838144,1.6503872000000002
788,1.7270736599999998,1.5195035399999999,1.64983845
789,1.7269557999999998,1.5202444,1.6502231
790,1.7268241899999999,1.51915505,1.64878413
791,1.72671048,1.5210122400000001,1.65097944
792,1.72661476,1.52172735,1.6519776
793,1.72652124,1.52415446,1.65417196
794,1.72644585,1.5250485,1.6535443499999998
795,1.7263647999999998,1.52348828,1.65206616
796,1.7262701200000001,1.5244219,1.6529939400000002
797,1.72616976,1.52251218,1.65152484
798,1.72607171,1.52338139,1.6529712
799,1.725968,1.524456,1.654048
800,1.7258586299999998,1.52433504,1.65412908
801,1.72575162,1.52599748,1.6558492999999999
802,1.725647,1.52662345,1.6554166200000002
803,1.72553676,1.52618496,1.65356268
804,1.725437,1.5256682000000001,1.6542428000000002
805,1.72533166,1.52462154,1.6535896
806,1.72521267,1.52510088,1.6555120799999998
807,1.72510424,1.5252454400000002,1.654582
808,1.7249821600000002,1.52522388,1.65334521
809,1.7248545000000002,1.5237315,1.6526105999999998
810,1.72471315,1.52377168,1.65321539
811,1.72459056,1.52594288,1.6546448800000002
812,1.7244542999999999,1.5238059,1.65343875
813,1.7243206199999999,1.523808,1.65351076
814,1.7241814,1.5234713500000001,1.6539528499999998
815,1.72405296,1.52383104,1.6543094399999998
816,1.72391085,1.52168701,1.6534200899999998
817,1.7237877600000002,1.52412214,1.65415142
818,1.7236673999999998,1.52471592,1.6550352000000002
819,1.7235498,1.5243882,1.6557604
820,1.7234103600000001,1.52316846,1.6548076000000003
821,1.7232901200000001,1.52448942,1.65595188
822,1.72316448,1.52522475,1.65658378
823,1.72303344,1.52388912,1.6559928000000002
824,1.7228970000000001,1.524138,1.6567237500000003
825,1.72277168,1.52495294,1.6573277
826,1.72263273,1.52430159,1.6567291
827,1.72248012,1.5224022000000001,1.65617388
828,1.7223304000000002,1.52286471,1.6571875799999998
829,1.7221586999999998,1.5236061,1.6566883
830,1.7219982,1.52321469,1.6566400500000003
831,1.7218156799999997,1.52302592,1.6562041600000001
832,1.72165273,1.5241401,1.65772831
833,1.7214927599999998,1.5250107,1.6577001
834,1.72134415,1.5255366499999998,1.6590615000000002
835,1.72120696,1.5265778,1.6593764
836,1.72107288,1.52647038,1.6593943500000001
837,1.72093356,1.52455664,1.6576813200000002
838,1.720789,1.5236575600000002,1.65599303
839,1.7206476000000002,1.5246672,1.651692
840,1.72050098,1.52480028,1.65254818
841,1.7203575599999998,1.52379266,1.65098518
842,1.72021737,1.5231324,1.65104922
843,1.72006356,1.52154632,1.6500621999999998
844,1.71990455,1.5219295,1.6504709
845,1.71974034,1.52234316,1.6515612
846,1.7195793999999998,1.52268578,1.65246312
847,1.7194302399999999,1.52354224,1.65362544
848,1.71926745,1.5228088499999999,1.6533256200000002
849,1.719142,1.525325,1.6558935000000001
850,1.7190029800000002,1.52525581,1.65738207
851,1.7188844399999998,1.52714184,1.65864804
852,1.71877794,1.5282518600000001,1.6592385399999998
853,1.718675,1.52860022,1.65971484
854,1.71857565,1.52984295,1.6605296999999999
855,1.7184970400000001,1.53028832,1.66078552
856,1.71842212,1.53198177,1.66210865
857,1.71833376,1.53001134,1.6616628599999999
858,1.7182491100000001,1.53109019,1.66420942
859,1.7181682,1.5317546,1.663799
860,1.7180910600000001,1.53257139,1.6647348899999999
861,1.7180091000000002,1.53087752,1.66415996
862,1.71792232,1.53041831,1.66445947
863,1.71783072,1.53104256,1.664712
864,1.71774295,1.5308251,1.6663100499999999
865,1.71764172,1.52954652,1.6656644
866,1.71753567,1.53041106,1.6677351900000001
867,1.7174248,1.52871292,1.66693324
868,1.7173004200000002,1.52808436,1.66649868
869,1.7171886,1.5288945,1.6675116
870,1.71708069,1.52965891,1.6639496900000001
871,1.7169679999999998,1.5303512799999999,1.66478752
872,1.71685926,1.53020313,1.6645491000000001
873,1.7167545,1.53161508,1.6653108600000002
874,1.7166712499999999,1.5328775000000001,1.666105
875,1.7166096000000002,1.53568056,1.6680616799999999
876,1.71656964,1.53723191,1.66900993
877,1.71652512,1.5381155199999998,1.67034232
878,1.71649362,1.53779292,1.67075046
879,1.7164664,1.5389352,1.6725984
880,1.71642587,1.53780312,1.67370618
881,1.71640728,1.53783756,1.67360382
882,1.7163754,1.5363052099999999,1.6734616
883,1.7163302,1.535287,1.67178544
884,1.71628935,1.5355989,1.6729686
885,1.71625288,1.5354823,1.6733438999999999
886,1.7162030799999999,1.5347228800000001,1.67201274
887,1.71615768,1.5342242400000001,1.6697952
888,1.7161256,1.53670762,1.6726179399999999
889,1.7160891,1.5359264,1.6718027
890,1.71604818,1.53573651,1.67100813
891,1.7160296,1.53638972,1.67070708
892,1.7159888,1.53346853,1.66938313
893,1.71596148,1.5351321,1.67056416
894,1.71592085,1.53334085,1.66963145
895,1.7158848,1.53421184,1.67218688
896,1.7158712999999999,1.53655203,1.67474385
897,1.7158535,1.5368641399999998,1.6754075800000001
898,1.71584938,1.5379193,1.67608661
899,1.7158229999999999,1.537776,1.674378
900,1.71581935,1.5390882,1.67488692
901,1.71580244,1.5390826,1.67495988
902,1.7157903,1.53808893,1.67622084
903,1.71577392,1.53744184,1.6764589600000002
904,1.7157714,1.5383008999999999,1.676603
905,1.7157646800000002,1.53949332,1.68014076
906,1.71578097,1.54029461,1.6809431
907,1.71578404,1.5401042,1.68169772
908,1.71579204,1.5392369700000001,1.68117732
909,1.7157867999999998,1.5381912,1.680224
910,1.7157774,1.53686611,1.67809844
911,1.71575472,1.5357167999999999,1.6774872
912,1.71573699,1.5358029500000001,1.67862354
913,1.7157151,1.53613238,1.6786981
914,1.71570735,1.53766665,1.68004065
915,1.71569548,1.5376434,1.68086
916,1.7156886599999999,1.53772647,1.67978811
917,1.7156685600000001,1.53718182,1.6796737800000001
918,1.71565353,1.5379648799999999,1.67986767
919,1.7156436,1.5383044,1.6803708
920,1.71562959,1.53764634,1.6790658900000002
921,1.7156022800000001,1.5371491800000001,1.67962584
922,1.71556164,1.53443212,1.67876163
923,1.71551688,1.53515208,1.67979504
924,1.7154865,1.53623075,1.6821032500000002
925,1.71545204,1.53612288,1.6813474599999998
926,1.71542277,1.53645615,1.68173559
927,1.715408,1.53815072,1.68351264
928,1.71540779,1.53945519,1.68603281
929,1.7153943,1.5385083,1.6845741
930,1.71538612,1.53893369,1.6854172299999999
931,1.7153832800000002,1.53890908,1.6852330800000002
932,1.71536715,1.5377612699999998,1.68641616
933,1.71535638,1.53752278,1.69350078
934,1.71534165,1.53699975,1.69280815
935,1.7153136,1.53629424,1.6916702399999999
936,1.7152815700000001,1.5363052,1.6919408999999999
937,1.71523618,1.5349056799999998,1.69174866
938,1.7152055700000002,1.53539646,1.6924536000000001
939,1.7151616,1.5348038,1.6918778
940,1.7151136500000002,1.53530737,1.69394115
941,1.71508056,1.53622302,1.695129
942,1.71505296,1.5362507300000001,1.69529711
943,1.715012,1.53556704,1.69404576
944,1.7149671,1.53374445,1.6928541
945,1.7149088000000001,1.53279434,1.69208182
946,1.7148465400000001,1.5312137700000001,1.6921185399999998
947,1.71478032,1.53140868,1.6923127199999999
948,1.71472912,1.53279633,1.69329121
949,1.714674,1.5323309999999999,1.6919405
950,1.7146244700000002,1.53182325,1.69138203
951,1.71459008,1.53463352,1.69399832
952,1.71455183,1.53542595,1.6952440500000001
953,1.7145192599999999,1.53532944,1.6952103
954,1.7144924,1.5357355,1.6959845
955,1.71446172,1.53549852,1.6970912
956,1.71442722,1.53519069,1.69797639
957,1.71441764,1.5370247799999999,1.6986777
958,1.7143947099999999,1.53816887,1.6993479999999999
959,1.714368,1.5366144,1.6977312
960,1.71435673,1.53748468,1.6987597
961,1.71434172,1.53854584,1.70085448
962,1.71434223,1.5383925,1.70263215
963,1.71434868,1.5400960399999999,1.70418812
964,1.7143611,1.5400435,1.70435405
965,1.7143602,1.53853854,1.69985088
966,1.71434595,1.5375686800000001,1.69907702
967,1.71431832,1.5359352800000001,1.6981043200000001
968,1.71428697,1.53595221,1.69822095
969,1.7142519,1.5348213000000002,1.6973448
970,1.7142034000000002,1.5347237599999999,1.6966088799999999
971,1.71416088,1.53380628,1.6966260000000002
972,1.7141049099999999,1.53380801,1.69688281
973,1.71405494,1.53277406,1.69615282
974,1.7139915,1.5326220000000002,1.69684125
975,1.71393408,1.53360832,1.69715664
976,1.71388271,1.534867,1.69825071
977,1.71383742,1.53529374,1.6981600799999998
978,1.71378845,1.53547339,1.6995537900000002
979,1.7137358,1.5369928,1.6997806
980,1.71367947,1.5377175,1.70038692
981,1.71361946,1.53671216,1.6986145
982,1.71355577,1.5352493999999999,1.69648106
983,1.7134884,1.53599448,1.69702608
984,1.7134272000000002,1.5356740999999998,1.6963374500000001
985,1.71334262,1.53363426,1.6944903
986,1.71325434,1.5331663199999999,1.69361304
987,1.7131524800000002,1.530906,1.6918511999999999
988,1.7130469000000002,1.5306753,1.69159549
989,1.7129475,1.5303222,1.6912764
990,1.71285431,1.53127338,1.69187484
991,1.71275744,1.53112224,1.69083424
992,1.71266682,1.53146418,1.69112865
993,1.71259242,1.53276788,1.69244404
994,1.7124945,1.5306881,1.6901865999999999
995,1.71241284,1.53127032,1.69092912
996,1.71231759,1.5297868300000002,1.68955608
997,1.7122187,1.5294849,1.68394536
998,1.71211617,1.5302682,1.6843739400000002
999,1.7120099999999998,1.52969,1.68228
1000,1.71189018,1.52848696,1.68053886
